MeasureItem,DateUTC,DateShort,TimeFrom,TimeTo,CountryCode,Cov_ratio,Value,Value_ScaleTo100
Monthly Hourly Load Values,00:00.0,1/13/2016,20:00,21:00,RS,100,5779,5779
Monthly Hourly Load Values,00:00.0,1/13/2016,21:00,22:00,RS,100,5662,5662
Monthly Hourly Load Values,00:00.0,1/13/2016,22:00,23:00,RS,100,5365,5365
Monthly Hourly Load Values,00:00.0,1/13/2016,23:00,0:00,RS,100,5303,5303
Monthly Hourly Load Values,00:00.0,1/14/2016,0:00,1:00,RS,100,4984,4984
Monthly Hourly Load Values,00:00.0,1/14/2016,1:00,2:00,RS,100,4636,4636
Monthly Hourly Load Values,00:00.0,1/14/2016,2:00,3:00,RS,100,4428,4428
Monthly Hourly Load Values,00:00.0,1/14/2016,3:00,4:00,RS,100,4303,4303
Monthly Hourly Load Values,00:00.0,1/14/2016,4:00,5:00,RS,100,4313,4313
Monthly Hourly Load Values,00:00.0,1/14/2016,5:00,6:00,RS,100,4803,4803
Monthly Hourly Load Values,00:00.0,1/14/2016,6:00,7:00,RS,100,5229,5229
Monthly Hourly Load Values,00:00.0,1/14/2016,7:00,8:00,RS,100,5413,5413
Monthly Hourly Load Values,00:00.0,1/14/2016,8:00,9:00,RS,100,5506,5506
Monthly Hourly Load Values,00:00.0,1/14/2016,9:00,10:00,RS,100,5440,5440
Monthly Hourly Load Values,00:00.0,1/14/2016,10:00,11:00,RS,100,5345,5345
Monthly Hourly Load Values,00:00.0,1/14/2016,11:00,12:00,RS,100,5231,5231
Monthly Hourly Load Values,00:00.0,1/14/2016,12:00,13:00,RS,100,5118,5118
Monthly Hourly Load Values,00:00.0,1/14/2016,13:00,14:00,RS,100,5002,5002
Monthly Hourly Load Values,00:00.0,1/14/2016,14:00,15:00,RS,100,5101,5101
Monthly Hourly Load Values,00:00.0,1/14/2016,15:00,16:00,RS,100,5571,5571
Monthly Hourly Load Values,00:00.0,1/14/2016,16:00,17:00,RS,100,5954,5954
Monthly Hourly Load Values,00:00.0,1/14/2016,17:00,18:00,RS,100,5934,5934
Monthly Hourly Load Values,00:00.0,1/14/2016,18:00,19:00,RS,100,6024,6024
Monthly Hourly Load Values,00:00.0,1/14/2016,19:00,20:00,RS,100,5831,5831
Monthly Hourly Load Values,00:00.0,1/14/2016,20:00,21:00,RS,100,5699,5699
Monthly Hourly Load Values,00:00.0,1/14/2016,21:00,22:00,RS,100,5645,5645
Monthly Hourly Load Values,00:00.0,1/14/2016,22:00,23:00,RS,100,5518,5518
Monthly Hourly Load Values,00:00.0,1/14/2016,23:00,0:00,RS,100,5281,5281
Monthly Hourly Load Values,00:00.0,1/15/2016,0:00,1:00,RS,100,4883,4883
Monthly Hourly Load Values,00:00.0,1/15/2016,1:00,2:00,RS,100,4496,4496
Monthly Hourly Load Values,00:00.0,1/15/2016,2:00,3:00,RS,100,4281,4281
Monthly Hourly Load Values,00:00.0,1/15/2016,3:00,4:00,RS,100,4182,4182
Monthly Hourly Load Values,00:00.0,1/15/2016,4:00,5:00,RS,100,4296,4296
Monthly Hourly Load Values,00:00.0,1/15/2016,5:00,6:00,RS,100,4826,4826
Monthly Hourly Load Values,00:00.0,1/15/2016,6:00,7:00,RS,100,5332,5332
Monthly Hourly Load Values,00:00.0,1/15/2016,7:00,8:00,RS,100,5593,5593
Monthly Hourly Load Values,00:00.0,1/15/2016,8:00,9:00,RS,100,5786,5786
Monthly Hourly Load Values,00:00.0,1/15/2016,9:00,10:00,RS,100,5746,5746
Monthly Hourly Load Values,00:00.0,1/15/2016,10:00,11:00,RS,100,5715,5715
Monthly Hourly Load Values,00:00.0,1/15/2016,11:00,12:00,RS,100,5665,5665
Monthly Hourly Load Values,00:00.0,1/15/2016,12:00,13:00,RS,100,5571,5571
Monthly Hourly Load Values,00:00.0,1/15/2016,13:00,14:00,RS,100,5475,5475
Monthly Hourly Load Values,00:00.0,1/15/2016,14:00,15:00,RS,100,5561,5561
Monthly Hourly Load Values,00:00.0,1/15/2016,15:00,16:00,RS,100,5868,5868
Monthly Hourly Load Values,00:00.0,1/15/2016,16:00,17:00,RS,100,5975,5975
Monthly Hourly Load Values,00:00.0,1/15/2016,17:00,18:00,RS,100,6057,6057
Monthly Hourly Load Values,00:00.0,1/15/2016,18:00,19:00,RS,100,6004,6004
Monthly Hourly Load Values,00:00.0,1/15/2016,19:00,20:00,RS,100,5818,5818
Monthly Hourly Load Values,00:00.0,1/15/2016,20:00,21:00,RS,100,5710,5710
Monthly Hourly Load Values,00:00.0,1/15/2016,21:00,22:00,RS,100,5635,5635
Monthly Hourly Load Values,00:00.0,1/15/2016,22:00,23:00,RS,100,5525,5525
Monthly Hourly Load Values,00:00.0,1/15/2016,23:00,0:00,RS,100,5337,5337
Monthly Hourly Load Values,00:00.0,1/16/2016,0:00,1:00,RS,100,5001,5001
Monthly Hourly Load Values,00:00.0,1/16/2016,1:00,2:00,RS,100,4639,4639
Monthly Hourly Load Values,00:00.0,1/16/2016,2:00,3:00,RS,100,4424,4424
Monthly Hourly Load Values,00:00.0,1/16/2016,3:00,4:00,RS,100,4288,4288
Monthly Hourly Load Values,00:00.0,1/16/2016,4:00,5:00,RS,100,4296,4296
Monthly Hourly Load Values,00:00.0,1/16/2016,5:00,6:00,RS,100,4508,4508
Monthly Hourly Load Values,00:00.0,1/16/2016,6:00,7:00,RS,100,4808,4808
Monthly Hourly Load Values,00:00.0,1/16/2016,7:00,8:00,RS,100,5260,5260
Monthly Hourly Load Values,00:00.0,1/16/2016,8:00,9:00,RS,100,5526,5526
Monthly Hourly Load Values,00:00.0,1/16/2016,9:00,10:00,RS,100,5596,5596
Monthly Hourly Load Values,00:00.0,1/16/2016,10:00,11:00,RS,100,5682,5682
Monthly Hourly Load Values,00:00.0,1/16/2016,11:00,12:00,RS,100,5645,5645
Monthly Hourly Load Values,00:00.0,1/16/2016,12:00,13:00,RS,100,5594,5594
Monthly Hourly Load Values,00:00.0,1/16/2016,13:00,14:00,RS,100,5528,5528
Monthly Hourly Load Values,00:00.0,1/16/2016,14:00,15:00,RS,100,5554,5554
Monthly Hourly Load Values,00:00.0,1/16/2016,15:00,16:00,RS,100,5828,5828
Monthly Hourly Load Values,00:00.0,1/16/2016,16:00,17:00,RS,100,6083,6083
Monthly Hourly Load Values,00:00.0,1/16/2016,17:00,18:00,RS,100,6042,6042
Monthly Hourly Load Values,00:00.0,1/16/2016,18:00,19:00,RS,100,6025,6025
Monthly Hourly Load Values,00:00.0,1/16/2016,19:00,20:00,RS,100,5948,5948
Monthly Hourly Load Values,00:00.0,1/16/2016,20:00,21:00,RS,100,5774,5774
Monthly Hourly Load Values,00:00.0,1/16/2016,21:00,22:00,RS,100,5706,5706
Monthly Hourly Load Values,00:00.0,1/16/2016,22:00,23:00,RS,100,5626,5626
Monthly Hourly Load Values,00:00.0,1/16/2016,23:00,0:00,RS,100,5509,5509
Monthly Hourly Load Values,00:00.0,1/17/2016,0:00,1:00,RS,100,5151,5151
Monthly Hourly Load Values,00:00.0,1/17/2016,1:00,2:00,RS,100,4779,4779
Monthly Hourly Load Values,00:00.0,1/17/2016,2:00,3:00,RS,100,4516,4516
Monthly Hourly Load Values,00:00.0,1/17/2016,3:00,4:00,RS,100,4378,4378
Monthly Hourly Load Values,00:00.0,1/17/2016,4:00,5:00,RS,100,4357,4357
Monthly Hourly Load Values,00:00.0,1/17/2016,5:00,6:00,RS,100,4449,4449
Monthly Hourly Load Values,00:00.0,1/17/2016,6:00,7:00,RS,100,4625,4625
Monthly Hourly Load Values,00:00.0,1/17/2016,7:00,8:00,RS,100,5015,5015
Monthly Hourly Load Values,00:00.0,1/17/2016,8:00,9:00,RS,100,5428,5428
Monthly Hourly Load Values,00:00.0,1/17/2016,9:00,10:00,RS,100,5673,5673
Monthly Hourly Load Values,00:00.0,1/17/2016,10:00,11:00,RS,100,5766,5766
Monthly Hourly Load Values,00:00.0,1/17/2016,11:00,12:00,RS,100,5732,5732
Monthly Hourly Load Values,00:00.0,1/17/2016,12:00,13:00,RS,100,5693,5693
Monthly Hourly Load Values,00:00.0,1/17/2016,13:00,14:00,RS,100,5596,5596
Monthly Hourly Load Values,00:00.0,1/17/2016,14:00,15:00,RS,100,5585,5585
Monthly Hourly Load Values,00:00.0,1/17/2016,15:00,16:00,RS,100,5857,5857
Monthly Hourly Load Values,00:00.0,1/17/2016,16:00,17:00,RS,100,6167,6167
Monthly Hourly Load Values,00:00.0,1/17/2016,17:00,18:00,RS,100,6254,6254
Monthly Hourly Load Values,00:00.0,1/17/2016,18:00,19:00,RS,100,6283,6283
Monthly Hourly Load Values,00:00.0,1/17/2016,19:00,20:00,RS,100,6246,6246
Monthly Hourly Load Values,00:00.0,1/17/2016,20:00,21:00,RS,100,6170,6170
Monthly Hourly Load Values,00:00.0,1/17/2016,21:00,22:00,RS,100,6111,6111
Monthly Hourly Load Values,00:00.0,1/17/2016,22:00,23:00,RS,100,5963,5963
Monthly Hourly Load Values,00:00.0,1/17/2016,23:00,0:00,RS,100,5717,5717
Monthly Hourly Load Values,00:00.0,1/18/2016,0:00,1:00,RS,100,5343,5343
Monthly Hourly Load Values,00:00.0,1/18/2016,1:00,2:00,RS,100,4963,4963
Monthly Hourly Load Values,00:00.0,1/18/2016,2:00,3:00,RS,100,4748,4748
Monthly Hourly Load Values,00:00.0,1/18/2016,3:00,4:00,RS,100,4676,4676
Monthly Hourly Load Values,00:00.0,1/18/2016,4:00,5:00,RS,100,4833,4833
Monthly Hourly Load Values,00:00.0,1/18/2016,5:00,6:00,RS,100,5316,5316
Monthly Hourly Load Values,00:00.0,1/18/2016,6:00,7:00,RS,100,5805,5805
Monthly Hourly Load Values,00:00.0,1/18/2016,7:00,8:00,RS,100,6087,6087
Monthly Hourly Load Values,00:00.0,1/18/2016,8:00,9:00,RS,100,6252,6252
Monthly Hourly Load Values,00:00.0,1/18/2016,9:00,10:00,RS,100,6180,6180
Monthly Hourly Load Values,00:00.0,1/18/2016,10:00,11:00,RS,100,6115,6115
Monthly Hourly Load Values,00:00.0,1/18/2016,11:00,12:00,RS,100,6058,6058
Monthly Hourly Load Values,00:00.0,1/18/2016,12:00,13:00,RS,100,5975,5975
Monthly Hourly Load Values,00:00.0,1/18/2016,13:00,14:00,RS,100,5921,5921
Monthly Hourly Load Values,00:00.0,1/18/2016,14:00,15:00,RS,100,5884,5884
Monthly Hourly Load Values,00:00.0,1/18/2016,15:00,16:00,RS,100,6245,6245
Monthly Hourly Load Values,00:00.0,1/18/2016,16:00,17:00,RS,100,6564,6564
Monthly Hourly Load Values,00:00.0,1/18/2016,17:00,18:00,RS,100,6663,6663
Monthly Hourly Load Values,00:00.0,1/18/2016,18:00,19:00,RS,100,6679,6679
Monthly Hourly Load Values,00:00.0,1/18/2016,19:00,20:00,RS,100,6535,6535
Monthly Hourly Load Values,00:00.0,1/18/2016,20:00,21:00,RS,100,6399,6399
Monthly Hourly Load Values,00:00.0,1/18/2016,21:00,22:00,RS,100,6336,6336
Monthly Hourly Load Values,00:00.0,1/18/2016,22:00,23:00,RS,100,6155,6155
Monthly Hourly Load Values,00:00.0,1/18/2016,23:00,0:00,RS,100,5973,5973
Monthly Hourly Load Values,00:00.0,1/19/2016,0:00,1:00,RS,100,5542,5542
Monthly Hourly Load Values,00:00.0,1/19/2016,1:00,2:00,RS,100,5194,5194
Monthly Hourly Load Values,00:00.0,1/19/2016,2:00,3:00,RS,100,4978,4978
Monthly Hourly Load Values,00:00.0,1/19/2016,3:00,4:00,RS,100,4895,4895
Monthly Hourly Load Values,00:00.0,1/19/2016,4:00,5:00,RS,100,5033,5033
Monthly Hourly Load Values,00:00.0,1/19/2016,5:00,6:00,RS,100,5440,5440
Monthly Hourly Load Values,00:00.0,1/19/2016,6:00,7:00,RS,100,5913,5913
Monthly Hourly Load Values,00:00.0,1/19/2016,7:00,8:00,RS,100,6157,6157
Monthly Hourly Load Values,00:00.0,1/19/2016,8:00,9:00,RS,100,6183,6183
Monthly Hourly Load Values,00:00.0,1/19/2016,9:00,10:00,RS,100,6023,6023
Monthly Hourly Load Values,00:00.0,1/19/2016,10:00,11:00,RS,100,5967,5967
Monthly Hourly Load Values,00:00.0,1/19/2016,11:00,12:00,RS,100,5856,5856
Monthly Hourly Load Values,00:00.0,1/19/2016,12:00,13:00,RS,100,5784,5784
Monthly Hourly Load Values,00:00.0,1/19/2016,13:00,14:00,RS,100,5691,5691
Monthly Hourly Load Values,00:00.0,1/19/2016,14:00,15:00,RS,100,5665,5665
Monthly Hourly Load Values,00:00.0,1/19/2016,15:00,16:00,RS,100,6096,6096
Monthly Hourly Load Values,00:00.0,1/19/2016,16:00,17:00,RS,100,6542,6542
Monthly Hourly Load Values,00:00.0,1/19/2016,17:00,18:00,RS,100,6660,6660
Monthly Hourly Load Values,00:00.0,1/19/2016,18:00,19:00,RS,100,6669,6669
Monthly Hourly Load Values,00:00.0,1/19/2016,19:00,20:00,RS,100,6574,6574
Monthly Hourly Load Values,00:00.0,1/19/2016,20:00,21:00,RS,100,6452,6452
Monthly Hourly Load Values,00:00.0,1/19/2016,21:00,22:00,RS,100,6384,6384
Monthly Hourly Load Values,00:00.0,1/19/2016,22:00,23:00,RS,100,6199,6199
Monthly Hourly Load Values,00:00.0,1/19/2016,23:00,0:00,RS,100,5993,5993
Monthly Hourly Load Values,00:00.0,1/20/2016,0:00,1:00,RS,100,5508,5508
Monthly Hourly Load Values,00:00.0,1/20/2016,1:00,2:00,RS,100,5208,5208
Monthly Hourly Load Values,00:00.0,1/20/2016,2:00,3:00,RS,100,5015,5015
Monthly Hourly Load Values,00:00.0,1/20/2016,3:00,4:00,RS,100,4936,4936
Monthly Hourly Load Values,00:00.0,1/20/2016,4:00,5:00,RS,100,5042,5042
Monthly Hourly Load Values,00:00.0,1/20/2016,5:00,6:00,RS,100,5481,5481
Monthly Hourly Load Values,00:00.0,1/20/2016,6:00,7:00,RS,100,5920,5920
Monthly Hourly Load Values,00:00.0,1/20/2016,7:00,8:00,RS,100,6174,6174
Monthly Hourly Load Values,00:00.0,1/20/2016,8:00,9:00,RS,100,6228,6228
Monthly Hourly Load Values,00:00.0,1/20/2016,9:00,10:00,RS,100,6123,6123
Monthly Hourly Load Values,00:00.0,1/20/2016,10:00,11:00,RS,100,6038,6038
Monthly Hourly Load Values,00:00.0,1/20/2016,11:00,12:00,RS,100,5999,5999
Monthly Hourly Load Values,00:00.0,1/20/2016,12:00,13:00,RS,100,5900,5900
Monthly Hourly Load Values,00:00.0,1/20/2016,13:00,14:00,RS,100,5654,5654
Monthly Hourly Load Values,00:00.0,1/20/2016,14:00,15:00,RS,100,5492,5492
Monthly Hourly Load Values,00:00.0,1/20/2016,15:00,16:00,RS,100,5950,5950
Monthly Hourly Load Values,00:00.0,1/20/2016,16:00,17:00,RS,100,6408,6408
Monthly Hourly Load Values,00:00.0,1/20/2016,17:00,18:00,RS,100,6468,6468
Monthly Hourly Load Values,00:00.0,1/20/2016,18:00,19:00,RS,100,6426,6426
Monthly Hourly Load Values,00:00.0,1/20/2016,19:00,20:00,RS,100,6265,6265
Monthly Hourly Load Values,00:00.0,1/20/2016,20:00,21:00,RS,100,6207,6207
Monthly Hourly Load Values,00:00.0,1/20/2016,21:00,22:00,RS,100,6230,6230
Monthly Hourly Load Values,00:00.0,1/20/2016,22:00,23:00,RS,100,6080,6080
Monthly Hourly Load Values,00:00.0,1/20/2016,23:00,0:00,RS,100,5911,5911
Monthly Hourly Load Values,00:00.0,1/21/2016,0:00,1:00,RS,100,5573,5573
Monthly Hourly Load Values,00:00.0,1/21/2016,1:00,2:00,RS,100,5194,5194
Monthly Hourly Load Values,00:00.0,1/21/2016,2:00,3:00,RS,100,5009,5009
Monthly Hourly Load Values,00:00.0,1/21/2016,3:00,4:00,RS,100,4892,4892
Monthly Hourly Load Values,00:00.0,1/21/2016,4:00,5:00,RS,100,5026,5026
Monthly Hourly Load Values,00:00.0,1/21/2016,5:00,6:00,RS,100,5476,5476
Monthly Hourly Load Values,00:00.0,1/21/2016,6:00,7:00,RS,100,5961,5961
Monthly Hourly Load Values,00:00.0,1/21/2016,7:00,8:00,RS,100,6276,6276
Monthly Hourly Load Values,00:00.0,1/21/2016,8:00,9:00,RS,100,6363,6363
Monthly Hourly Load Values,00:00.0,1/21/2016,9:00,10:00,RS,100,6230,6230
Monthly Hourly Load Values,00:00.0,1/21/2016,10:00,11:00,RS,100,6195,6195
Monthly Hourly Load Values,00:00.0,1/21/2016,11:00,12:00,RS,100,6105,6105
Monthly Hourly Load Values,00:00.0,1/21/2016,12:00,13:00,RS,100,5995,5995
Monthly Hourly Load Values,00:00.0,1/21/2016,13:00,14:00,RS,100,5913,5913
Monthly Hourly Load Values,00:00.0,1/21/2016,14:00,15:00,RS,100,5913,5913
Monthly Hourly Load Values,00:00.0,1/21/2016,15:00,16:00,RS,100,6248,6248
Monthly Hourly Load Values,00:00.0,1/21/2016,16:00,17:00,RS,100,6583,6583
Monthly Hourly Load Values,00:00.0,1/21/2016,17:00,18:00,RS,100,6599,6599
Monthly Hourly Load Values,00:00.0,1/21/2016,18:00,19:00,RS,100,6624,6624
Monthly Hourly Load Values,00:00.0,1/21/2016,19:00,20:00,RS,100,6481,6481
Monthly Hourly Load Values,00:00.0,1/21/2016,20:00,21:00,RS,100,6345,6345
Monthly Hourly Load Values,00:00.0,1/21/2016,21:00,22:00,RS,100,6302,6302
Monthly Hourly Load Values,00:00.0,1/21/2016,22:00,23:00,RS,100,6118,6118
Monthly Hourly Load Values,00:00.0,1/21/2016,23:00,0:00,RS,100,5639,5639
Monthly Hourly Load Values,00:00.0,1/22/2016,0:00,1:00,RS,100,5313,5313
Monthly Hourly Load Values,00:00.0,1/22/2016,1:00,2:00,RS,100,4969,4969
Monthly Hourly Load Values,00:00.0,1/22/2016,2:00,3:00,RS,100,4871,4871
Monthly Hourly Load Values,00:00.0,1/22/2016,3:00,4:00,RS,100,4800,4800
Monthly Hourly Load Values,00:00.0,1/22/2016,4:00,5:00,RS,100,4886,4886
Monthly Hourly Load Values,00:00.0,1/22/2016,5:00,6:00,RS,100,5472,5472
Monthly Hourly Load Values,00:00.0,1/22/2016,6:00,7:00,RS,100,5848,5848
Monthly Hourly Load Values,00:00.0,1/22/2016,7:00,8:00,RS,100,6197,6197
Monthly Hourly Load Values,00:00.0,1/22/2016,8:00,9:00,RS,100,6236,6236
Monthly Hourly Load Values,00:00.0,1/22/2016,9:00,10:00,RS,100,6169,6169
Monthly Hourly Load Values,00:00.0,1/22/2016,10:00,11:00,RS,100,6125,6125
Monthly Hourly Load Values,00:00.0,1/22/2016,11:00,12:00,RS,100,5975,5975
Monthly Hourly Load Values,00:00.0,1/22/2016,12:00,13:00,RS,100,5878,5878
Monthly Hourly Load Values,00:00.0,1/22/2016,13:00,14:00,RS,100,5793,5793
Monthly Hourly Load Values,00:00.0,1/22/2016,14:00,15:00,RS,100,5821,5821
Monthly Hourly Load Values,00:00.0,1/22/2016,15:00,16:00,RS,100,6120,6120
Monthly Hourly Load Values,00:00.0,1/22/2016,16:00,17:00,RS,100,6628,6628
Monthly Hourly Load Values,00:00.0,1/22/2016,17:00,18:00,RS,100,6683,6683
Monthly Hourly Load Values,00:00.0,1/22/2016,18:00,19:00,RS,100,6574,6574
Monthly Hourly Load Values,00:00.0,1/22/2016,19:00,20:00,RS,100,6495,6495
Monthly Hourly Load Values,00:00.0,1/22/2016,20:00,21:00,RS,100,6346,6346
Monthly Hourly Load Values,00:00.0,1/22/2016,21:00,22:00,RS,100,6291,6291
Monthly Hourly Load Values,00:00.0,1/22/2016,22:00,23:00,RS,100,6229,6229
Monthly Hourly Load Values,00:00.0,1/22/2016,23:00,0:00,RS,100,6039,6039
Monthly Hourly Load Values,00:00.0,1/23/2016,0:00,1:00,RS,100,5633,5633
Monthly Hourly Load Values,00:00.0,1/23/2016,1:00,2:00,RS,100,5327,5327
Monthly Hourly Load Values,00:00.0,1/23/2016,2:00,3:00,RS,100,5108,5108
Monthly Hourly Load Values,00:00.0,1/23/2016,3:00,4:00,RS,100,4975,4975
Monthly Hourly Load Values,00:00.0,1/23/2016,4:00,5:00,RS,100,5056,5056
Monthly Hourly Load Values,00:00.0,1/23/2016,5:00,6:00,RS,100,5197,5197
Monthly Hourly Load Values,00:00.0,1/23/2016,6:00,7:00,RS,100,5549,5549
Monthly Hourly Load Values,00:00.0,1/23/2016,7:00,8:00,RS,100,5995,5995
Monthly Hourly Load Values,00:00.0,1/23/2016,8:00,9:00,RS,100,6191,6191
Monthly Hourly Load Values,00:00.0,1/23/2016,9:00,10:00,RS,100,6211,6211
Monthly Hourly Load Values,00:00.0,1/23/2016,10:00,11:00,RS,100,6131,6131
Monthly Hourly Load Values,00:00.0,1/23/2016,11:00,12:00,RS,100,6057,6057
Monthly Hourly Load Values,00:00.0,1/23/2016,12:00,13:00,RS,100,5934,5934
Monthly Hourly Load Values,00:00.0,1/23/2016,13:00,14:00,RS,100,5826,5826
Monthly Hourly Load Values,00:00.0,1/23/2016,14:00,15:00,RS,100,5824,5824
Monthly Hourly Load Values,00:00.0,1/23/2016,15:00,16:00,RS,100,6114,6114
Monthly Hourly Load Values,00:00.0,1/23/2016,16:00,17:00,RS,100,6536,6536
Monthly Hourly Load Values,00:00.0,1/23/2016,17:00,18:00,RS,100,6461,6461
Monthly Hourly Load Values,00:00.0,1/23/2016,18:00,19:00,RS,100,6477,6477
Monthly Hourly Load Values,00:00.0,1/23/2016,19:00,20:00,RS,100,6393,6393
Monthly Hourly Load Values,00:00.0,1/23/2016,20:00,21:00,RS,100,6223,6223
Monthly Hourly Load Values,00:00.0,1/23/2016,21:00,22:00,RS,100,6176,6176
Monthly Hourly Load Values,00:00.0,1/23/2016,22:00,23:00,RS,100,6089,6089
Monthly Hourly Load Values,00:00.0,1/23/2016,23:00,0:00,RS,100,5978,5978
Monthly Hourly Load Values,00:00.0,1/24/2016,0:00,1:00,RS,100,5605,5605
Monthly Hourly Load Values,00:00.0,1/24/2016,1:00,2:00,RS,100,5240,5240
Monthly Hourly Load Values,00:00.0,1/24/2016,2:00,3:00,RS,100,5008,5008
Monthly Hourly Load Values,00:00.0,1/24/2016,3:00,4:00,RS,100,4852,4852
Monthly Hourly Load Values,00:00.0,1/24/2016,4:00,5:00,RS,100,4831,4831
Monthly Hourly Load Values,00:00.0,1/24/2016,5:00,6:00,RS,100,4922,4922
Monthly Hourly Load Values,00:00.0,1/24/2016,6:00,7:00,RS,100,5130,5130
Monthly Hourly Load Values,00:00.0,1/24/2016,7:00,8:00,RS,100,5508,5508
Monthly Hourly Load Values,00:00.0,1/24/2016,8:00,9:00,RS,100,5827,5827
Monthly Hourly Load Values,00:00.0,1/24/2016,9:00,10:00,RS,100,6085,6085
Monthly Hourly Load Values,00:00.0,1/24/2016,10:00,11:00,RS,100,6128,6128
Monthly Hourly Load Values,00:00.0,1/24/2016,11:00,12:00,RS,100,6074,6074
Monthly Hourly Load Values,00:00.0,1/24/2016,12:00,13:00,RS,100,5997,5997
Monthly Hourly Load Values,00:00.0,1/24/2016,13:00,14:00,RS,100,5833,5833
Monthly Hourly Load Values,00:00.0,1/24/2016,14:00,15:00,RS,100,5785,5785
Monthly Hourly Load Values,00:00.0,1/24/2016,15:00,16:00,RS,100,6021,6021
Monthly Hourly Load Values,00:00.0,1/24/2016,16:00,17:00,RS,100,6311,6311
Monthly Hourly Load Values,00:00.0,1/24/2016,17:00,18:00,RS,100,6422,6422
Monthly Hourly Load Values,00:00.0,1/24/2016,18:00,19:00,RS,100,6441,6441
Monthly Hourly Load Values,00:00.0,1/24/2016,19:00,20:00,RS,100,6396,6396
Monthly Hourly Load Values,00:00.0,1/24/2016,20:00,21:00,RS,100,6301,6301
Monthly Hourly Load Values,00:00.0,1/24/2016,21:00,22:00,RS,100,6200,6200
Monthly Hourly Load Values,00:00.0,1/24/2016,22:00,23:00,RS,100,5986,5986
Monthly Hourly Load Values,00:00.0,1/24/2016,23:00,0:00,RS,100,5787,5787
Monthly Hourly Load Values,00:00.0,1/25/2016,0:00,1:00,RS,100,5345,5345
Monthly Hourly Load Values,00:00.0,1/25/2016,1:00,2:00,RS,100,5019,5019
Monthly Hourly Load Values,00:00.0,1/25/2016,2:00,3:00,RS,100,4836,4836
Monthly Hourly Load Values,00:00.0,1/25/2016,3:00,4:00,RS,100,4784,4784
Monthly Hourly Load Values,00:00.0,1/25/2016,4:00,5:00,RS,100,4922,4922
Monthly Hourly Load Values,00:00.0,1/25/2016,5:00,6:00,RS,100,5384,5384
Monthly Hourly Load Values,00:00.0,1/25/2016,6:00,7:00,RS,100,5918,5918
Monthly Hourly Load Values,00:00.0,1/25/2016,7:00,8:00,RS,100,6196,6196
Monthly Hourly Load Values,00:00.0,1/25/2016,8:00,9:00,RS,100,6269,6269
Monthly Hourly Load Values,00:00.0,1/25/2016,9:00,10:00,RS,100,6179,6179
Monthly Hourly Load Values,00:00.0,1/25/2016,10:00,11:00,RS,100,6113,6113
Monthly Hourly Load Values,00:00.0,1/25/2016,11:00,12:00,RS,100,6005,6005
Monthly Hourly Load Values,00:00.0,1/25/2016,12:00,13:00,RS,100,5855,5855
Monthly Hourly Load Values,00:00.0,1/25/2016,13:00,14:00,RS,100,5761,5761
Monthly Hourly Load Values,00:00.0,1/25/2016,14:00,15:00,RS,100,5732,5732
Monthly Hourly Load Values,00:00.0,1/25/2016,15:00,16:00,RS,100,6045,6045
Monthly Hourly Load Values,00:00.0,1/25/2016,16:00,17:00,RS,100,6500,6500
Monthly Hourly Load Values,00:00.0,1/25/2016,17:00,18:00,RS,100,6577,6577
Monthly Hourly Load Values,00:00.0,1/25/2016,18:00,19:00,RS,100,6542,6542
Monthly Hourly Load Values,00:00.0,1/25/2016,19:00,20:00,RS,100,6376,6376
Monthly Hourly Load Values,00:00.0,1/25/2016,20:00,21:00,RS,100,6234,6234
Monthly Hourly Load Values,00:00.0,1/25/2016,21:00,22:00,RS,100,6135,6135
Monthly Hourly Load Values,00:00.0,1/25/2016,22:00,23:00,RS,100,5958,5958
Monthly Hourly Load Values,00:00.0,1/25/2016,23:00,0:00,RS,100,5743,5743
Monthly Hourly Load Values,00:00.0,1/26/2016,0:00,1:00,RS,100,5328,5328
Monthly Hourly Load Values,00:00.0,1/26/2016,1:00,2:00,RS,100,5022,5022
Monthly Hourly Load Values,00:00.0,1/26/2016,2:00,3:00,RS,100,4847,4847
Monthly Hourly Load Values,00:00.0,1/26/2016,3:00,4:00,RS,100,4701,4701
Monthly Hourly Load Values,00:00.0,1/26/2016,4:00,5:00,RS,100,4829,4829
Monthly Hourly Load Values,00:00.0,1/26/2016,5:00,6:00,RS,100,5362,5362
Monthly Hourly Load Values,00:00.0,1/26/2016,6:00,7:00,RS,100,5821,5821
Monthly Hourly Load Values,00:00.0,1/26/2016,7:00,8:00,RS,100,6036,6036
Monthly Hourly Load Values,00:00.0,1/26/2016,8:00,9:00,RS,100,6102,6102
Monthly Hourly Load Values,00:00.0,1/26/2016,9:00,10:00,RS,100,6054,6054
Monthly Hourly Load Values,00:00.0,1/26/2016,10:00,11:00,RS,100,6050,6050
Monthly Hourly Load Values,00:00.0,1/26/2016,11:00,12:00,RS,100,5964,5964
Monthly Hourly Load Values,00:00.0,1/26/2016,12:00,13:00,RS,100,5827,5827
Monthly Hourly Load Values,00:00.0,1/26/2016,13:00,14:00,RS,100,5716,5716
Monthly Hourly Load Values,00:00.0,1/26/2016,14:00,15:00,RS,100,5687,5687
Monthly Hourly Load Values,00:00.0,1/26/2016,15:00,16:00,RS,100,5969,5969
