MeasureItem,DateUTC,DateShort,TimeFrom,TimeTo,CountryCode,Cov_ratio,Value,Value_ScaleTo100
Monthly Hourly Load Values,00:00.0,1/10/2017,15:00,16:00,RS,100,7087,7087
Monthly Hourly Load Values,00:00.0,1/10/2017,16:00,17:00,RS,100,7424,7424
Monthly Hourly Load Values,00:00.0,1/10/2017,17:00,18:00,RS,100,7429,7429
Monthly Hourly Load Values,00:00.0,1/10/2017,18:00,19:00,RS,100,7395,7395
Monthly Hourly Load Values,00:00.0,1/10/2017,19:00,20:00,RS,100,7298,7298
Monthly Hourly Load Values,00:00.0,1/10/2017,20:00,21:00,RS,100,7214,7214
Monthly Hourly Load Values,00:00.0,1/10/2017,21:00,22:00,RS,100,7137,7137
Monthly Hourly Load Values,00:00.0,1/10/2017,22:00,23:00,RS,100,6961,6961
Monthly Hourly Load Values,00:00.0,1/10/2017,23:00,0:00,RS,100,6695,6695
Monthly Hourly Load Values,00:00.0,1/11/2017,0:00,1:00,RS,100,6295,6295
Monthly Hourly Load Values,00:00.0,1/11/2017,1:00,2:00,RS,100,5976,5976
Monthly Hourly Load Values,00:00.0,1/11/2017,2:00,3:00,RS,100,5751,5751
Monthly Hourly Load Values,00:00.0,1/11/2017,3:00,4:00,RS,100,5707,5707
Monthly Hourly Load Values,00:00.0,1/11/2017,4:00,5:00,RS,100,5778,5778
Monthly Hourly Load Values,00:00.0,1/11/2017,5:00,6:00,RS,100,6223,6223
Monthly Hourly Load Values,00:00.0,1/11/2017,6:00,7:00,RS,100,6580,6580
Monthly Hourly Load Values,00:00.0,1/11/2017,7:00,8:00,RS,100,6768,6768
Monthly Hourly Load Values,00:00.0,1/11/2017,8:00,9:00,RS,100,6890,6890
Monthly Hourly Load Values,00:00.0,1/11/2017,9:00,10:00,RS,100,6958,6958
Monthly Hourly Load Values,00:00.0,1/11/2017,10:00,11:00,RS,100,6827,6827
Monthly Hourly Load Values,00:00.0,1/11/2017,11:00,12:00,RS,100,6950,6950
Monthly Hourly Load Values,00:00.0,1/11/2017,12:00,13:00,RS,100,6768,6768
Monthly Hourly Load Values,00:00.0,1/11/2017,13:00,14:00,RS,100,6696,6696
Monthly Hourly Load Values,00:00.0,1/11/2017,14:00,15:00,RS,100,6673,6673
Monthly Hourly Load Values,00:00.0,1/11/2017,15:00,16:00,RS,100,7040,7040
Monthly Hourly Load Values,00:00.0,1/11/2017,16:00,17:00,RS,100,7346,7346
Monthly Hourly Load Values,00:00.0,1/11/2017,17:00,18:00,RS,100,7402,7402
Monthly Hourly Load Values,00:00.0,1/11/2017,18:00,19:00,RS,100,7390,7390
Monthly Hourly Load Values,00:00.0,1/11/2017,19:00,20:00,RS,100,7194,7194
Monthly Hourly Load Values,00:00.0,1/11/2017,20:00,21:00,RS,100,7185,7185
Monthly Hourly Load Values,00:00.0,1/11/2017,21:00,22:00,RS,100,7159,7159
Monthly Hourly Load Values,00:00.0,1/11/2017,22:00,23:00,RS,100,7013,7013
Monthly Hourly Load Values,00:00.0,1/11/2017,23:00,0:00,RS,100,6717,6717
Monthly Hourly Load Values,00:00.0,1/12/2017,0:00,1:00,RS,100,6349,6349
Monthly Hourly Load Values,00:00.0,1/12/2017,1:00,2:00,RS,100,5981,5981
Monthly Hourly Load Values,00:00.0,1/12/2017,2:00,3:00,RS,100,5756,5756
Monthly Hourly Load Values,00:00.0,1/12/2017,3:00,4:00,RS,100,5690,5690
Monthly Hourly Load Values,00:00.0,1/12/2017,4:00,5:00,RS,100,5822,5822
Monthly Hourly Load Values,00:00.0,1/12/2017,5:00,6:00,RS,100,6219,6219
Monthly Hourly Load Values,00:00.0,1/12/2017,6:00,7:00,RS,100,6595,6595
Monthly Hourly Load Values,00:00.0,1/12/2017,7:00,8:00,RS,100,6875,6875
Monthly Hourly Load Values,00:00.0,1/12/2017,8:00,9:00,RS,100,7038,7038
Monthly Hourly Load Values,00:00.0,1/12/2017,9:00,10:00,RS,100,7044,7044
Monthly Hourly Load Values,00:00.0,1/12/2017,10:00,11:00,RS,100,6972,6972
Monthly Hourly Load Values,00:00.0,1/12/2017,11:00,12:00,RS,100,6849,6849
Monthly Hourly Load Values,00:00.0,1/12/2017,12:00,13:00,RS,100,6735,6735
Monthly Hourly Load Values,00:00.0,1/12/2017,13:00,14:00,RS,100,6643,6643
Monthly Hourly Load Values,00:00.0,1/12/2017,14:00,15:00,RS,100,6592,6592
Monthly Hourly Load Values,00:00.0,1/12/2017,15:00,16:00,RS,100,6903,6903
Monthly Hourly Load Values,00:00.0,1/12/2017,16:00,17:00,RS,100,7258,7258
Monthly Hourly Load Values,00:00.0,1/12/2017,17:00,18:00,RS,100,7310,7310
Monthly Hourly Load Values,00:00.0,1/12/2017,18:00,19:00,RS,100,7255,7255
Monthly Hourly Load Values,00:00.0,1/12/2017,19:00,20:00,RS,100,7065,7065
Monthly Hourly Load Values,00:00.0,1/12/2017,20:00,21:00,RS,100,7046,7046
Monthly Hourly Load Values,00:00.0,1/12/2017,21:00,22:00,RS,100,6960,6960
Monthly Hourly Load Values,00:00.0,1/12/2017,22:00,23:00,RS,100,6795,6795
Monthly Hourly Load Values,00:00.0,1/12/2017,23:00,0:00,RS,100,6524,6524
Monthly Hourly Load Values,00:00.0,1/13/2017,0:00,1:00,RS,100,6141,6141
Monthly Hourly Load Values,00:00.0,1/13/2017,1:00,2:00,RS,100,5764,5764
Monthly Hourly Load Values,00:00.0,1/13/2017,2:00,3:00,RS,100,5510,5510
Monthly Hourly Load Values,00:00.0,1/13/2017,3:00,4:00,RS,100,5437,5437
Monthly Hourly Load Values,00:00.0,1/13/2017,4:00,5:00,RS,100,5516,5516
Monthly Hourly Load Values,00:00.0,1/13/2017,5:00,6:00,RS,100,5938,5938
Monthly Hourly Load Values,00:00.0,1/13/2017,6:00,7:00,RS,100,6302,6302
Monthly Hourly Load Values,00:00.0,1/13/2017,7:00,8:00,RS,100,6532,6532
Monthly Hourly Load Values,00:00.0,1/13/2017,8:00,9:00,RS,100,6706,6706
Monthly Hourly Load Values,00:00.0,1/13/2017,9:00,10:00,RS,100,6729,6729
Monthly Hourly Load Values,00:00.0,1/13/2017,10:00,11:00,RS,100,6732,6732
Monthly Hourly Load Values,00:00.0,1/13/2017,11:00,12:00,RS,100,6626,6626
Monthly Hourly Load Values,00:00.0,1/13/2017,12:00,13:00,RS,100,6529,6529
Monthly Hourly Load Values,00:00.0,1/13/2017,13:00,14:00,RS,100,6446,6446
Monthly Hourly Load Values,00:00.0,1/13/2017,14:00,15:00,RS,100,6414,6414
Monthly Hourly Load Values,00:00.0,1/13/2017,15:00,16:00,RS,100,6641,6641
Monthly Hourly Load Values,00:00.0,1/13/2017,16:00,17:00,RS,100,6951,6951
Monthly Hourly Load Values,00:00.0,1/13/2017,17:00,18:00,RS,100,6989,6989
Monthly Hourly Load Values,00:00.0,1/13/2017,18:00,19:00,RS,100,6886,6886
Monthly Hourly Load Values,00:00.0,1/13/2017,19:00,20:00,RS,100,6647,6647
Monthly Hourly Load Values,00:00.0,1/13/2017,20:00,21:00,RS,100,6444,6444
Monthly Hourly Load Values,00:00.0,1/13/2017,21:00,22:00,RS,100,6289,6289
Monthly Hourly Load Values,00:00.0,1/13/2017,22:00,23:00,RS,100,6110,6110
Monthly Hourly Load Values,00:00.0,1/13/2017,23:00,0:00,RS,100,6009,6009
Monthly Hourly Load Values,00:00.0,1/14/2017,0:00,1:00,RS,100,5688,5688
Monthly Hourly Load Values,00:00.0,1/14/2017,1:00,2:00,RS,100,5425,5425
Monthly Hourly Load Values,00:00.0,1/14/2017,2:00,3:00,RS,100,5110,5110
Monthly Hourly Load Values,00:00.0,1/14/2017,3:00,4:00,RS,100,4945,4945
Monthly Hourly Load Values,00:00.0,1/14/2017,4:00,5:00,RS,100,4894,4894
Monthly Hourly Load Values,00:00.0,1/14/2017,5:00,6:00,RS,100,5035,5035
Monthly Hourly Load Values,00:00.0,1/14/2017,6:00,7:00,RS,100,5303,5303
Monthly Hourly Load Values,00:00.0,1/14/2017,7:00,8:00,RS,100,5680,5680
Monthly Hourly Load Values,00:00.0,1/14/2017,8:00,9:00,RS,100,5934,5934
Monthly Hourly Load Values,00:00.0,1/14/2017,9:00,10:00,RS,100,6112,6112
Monthly Hourly Load Values,00:00.0,1/14/2017,10:00,11:00,RS,100,6185,6185
Monthly Hourly Load Values,00:00.0,1/14/2017,11:00,12:00,RS,100,6175,6175
Monthly Hourly Load Values,00:00.0,1/14/2017,12:00,13:00,RS,100,6109,6109
Monthly Hourly Load Values,00:00.0,1/14/2017,13:00,14:00,RS,100,5975,5975
Monthly Hourly Load Values,00:00.0,1/14/2017,14:00,15:00,RS,100,5911,5911
Monthly Hourly Load Values,00:00.0,1/14/2017,15:00,16:00,RS,100,6141,6141
Monthly Hourly Load Values,00:00.0,1/14/2017,16:00,17:00,RS,100,6398,6398
Monthly Hourly Load Values,00:00.0,1/14/2017,17:00,18:00,RS,100,6430,6430
Monthly Hourly Load Values,00:00.0,1/14/2017,18:00,19:00,RS,100,6378,6378
Monthly Hourly Load Values,00:00.0,1/14/2017,19:00,20:00,RS,100,6281,6281
Monthly Hourly Load Values,00:00.0,1/14/2017,20:00,21:00,RS,100,6169,6169
Monthly Hourly Load Values,00:00.0,1/14/2017,21:00,22:00,RS,100,6114,6114
Monthly Hourly Load Values,00:00.0,1/14/2017,22:00,23:00,RS,100,6028,6028
Monthly Hourly Load Values,00:00.0,1/14/2017,23:00,0:00,RS,100,5976,5976
Monthly Hourly Load Values,00:00.0,1/15/2017,0:00,1:00,RS,100,5647,5647
Monthly Hourly Load Values,00:00.0,1/15/2017,1:00,2:00,RS,100,5269,5269
Monthly Hourly Load Values,00:00.0,1/15/2017,2:00,3:00,RS,100,4969,4969
Monthly Hourly Load Values,00:00.0,1/15/2017,3:00,4:00,RS,100,4869,4869
Monthly Hourly Load Values,00:00.0,1/15/2017,4:00,5:00,RS,100,4839,4839
Monthly Hourly Load Values,00:00.0,1/15/2017,5:00,6:00,RS,100,4924,4924
Monthly Hourly Load Values,00:00.0,1/15/2017,6:00,7:00,RS,100,5124,5124
Monthly Hourly Load Values,00:00.0,1/15/2017,7:00,8:00,RS,100,5440,5440
Monthly Hourly Load Values,00:00.0,1/15/2017,8:00,9:00,RS,100,5773,5773
Monthly Hourly Load Values,00:00.0,1/15/2017,9:00,10:00,RS,100,5928,5928
Monthly Hourly Load Values,00:00.0,1/15/2017,10:00,11:00,RS,100,5971,5971
Monthly Hourly Load Values,00:00.0,1/15/2017,11:00,12:00,RS,100,5941,5941
Monthly Hourly Load Values,00:00.0,1/15/2017,12:00,13:00,RS,100,5794,5794
Monthly Hourly Load Values,00:00.0,1/15/2017,13:00,14:00,RS,100,5660,5660
Monthly Hourly Load Values,00:00.0,1/15/2017,14:00,15:00,RS,100,5619,5619
Monthly Hourly Load Values,00:00.0,1/15/2017,15:00,16:00,RS,100,5971,5971
Monthly Hourly Load Values,00:00.0,1/15/2017,16:00,17:00,RS,100,6377,6377
Monthly Hourly Load Values,00:00.0,1/15/2017,17:00,18:00,RS,100,6461,6461
Monthly Hourly Load Values,00:00.0,1/15/2017,18:00,19:00,RS,100,6502,6502
Monthly Hourly Load Values,00:00.0,1/15/2017,19:00,20:00,RS,100,6427,6427
Monthly Hourly Load Values,00:00.0,1/15/2017,20:00,21:00,RS,100,6385,6385
Monthly Hourly Load Values,00:00.0,1/15/2017,21:00,22:00,RS,100,6344,6344
Monthly Hourly Load Values,00:00.0,1/15/2017,22:00,23:00,RS,100,6216,6216
Monthly Hourly Load Values,00:00.0,1/15/2017,23:00,0:00,RS,100,6042,6042
Monthly Hourly Load Values,00:00.0,1/16/2017,0:00,1:00,RS,100,5633,5633
Monthly Hourly Load Values,00:00.0,1/16/2017,1:00,2:00,RS,100,5257,5257
Monthly Hourly Load Values,00:00.0,1/16/2017,2:00,3:00,RS,100,5017,5017
Monthly Hourly Load Values,00:00.0,1/16/2017,3:00,4:00,RS,100,4990,4990
Monthly Hourly Load Values,00:00.0,1/16/2017,4:00,5:00,RS,100,5159,5159
Monthly Hourly Load Values,00:00.0,1/16/2017,5:00,6:00,RS,100,5619,5619
Monthly Hourly Load Values,00:00.0,1/16/2017,6:00,7:00,RS,100,6164,6164
Monthly Hourly Load Values,00:00.0,1/16/2017,7:00,8:00,RS,100,6473,6473
Monthly Hourly Load Values,00:00.0,1/16/2017,8:00,9:00,RS,100,6624,6624
Monthly Hourly Load Values,00:00.0,1/16/2017,9:00,10:00,RS,100,6611,6611
Monthly Hourly Load Values,00:00.0,1/16/2017,10:00,11:00,RS,100,6554,6554
Monthly Hourly Load Values,00:00.0,1/16/2017,11:00,12:00,RS,100,6429,6429
Monthly Hourly Load Values,00:00.0,1/16/2017,12:00,13:00,RS,100,6322,6322
Monthly Hourly Load Values,00:00.0,1/16/2017,13:00,14:00,RS,100,6216,6216
Monthly Hourly Load Values,00:00.0,1/16/2017,14:00,15:00,RS,100,6269,6269
Monthly Hourly Load Values,00:00.0,1/16/2017,15:00,16:00,RS,100,6564,6564
Monthly Hourly Load Values,00:00.0,1/16/2017,16:00,17:00,RS,100,6826,6826
Monthly Hourly Load Values,00:00.0,1/16/2017,17:00,18:00,RS,100,6849,6849
Monthly Hourly Load Values,00:00.0,1/16/2017,18:00,19:00,RS,100,6797,6797
Monthly Hourly Load Values,00:00.0,1/16/2017,19:00,20:00,RS,100,6609,6609
Monthly Hourly Load Values,00:00.0,1/16/2017,20:00,21:00,RS,100,6512,6512
Monthly Hourly Load Values,00:00.0,1/16/2017,21:00,22:00,RS,100,6530,6530
Monthly Hourly Load Values,00:00.0,1/16/2017,22:00,23:00,RS,100,6365,6365
Monthly Hourly Load Values,00:00.0,1/16/2017,23:00,0:00,RS,100,6150,6150
Monthly Hourly Load Values,00:00.0,1/17/2017,0:00,1:00,RS,100,5738,5738
Monthly Hourly Load Values,00:00.0,1/17/2017,1:00,2:00,RS,100,5377,5377
Monthly Hourly Load Values,00:00.0,1/17/2017,2:00,3:00,RS,100,5126,5126
Monthly Hourly Load Values,00:00.0,1/17/2017,3:00,4:00,RS,100,5048,5048
Monthly Hourly Load Values,00:00.0,1/17/2017,4:00,5:00,RS,100,5185,5185
Monthly Hourly Load Values,00:00.0,1/17/2017,5:00,6:00,RS,100,5688,5688
Monthly Hourly Load Values,00:00.0,1/17/2017,6:00,7:00,RS,100,6126,6126
Monthly Hourly Load Values,00:00.0,1/17/2017,7:00,8:00,RS,100,6360,6360
Monthly Hourly Load Values,00:00.0,1/17/2017,8:00,9:00,RS,100,6499,6499
Monthly Hourly Load Values,00:00.0,1/17/2017,9:00,10:00,RS,100,6509,6509
Monthly Hourly Load Values,00:00.0,1/17/2017,10:00,11:00,RS,100,6475,6475
Monthly Hourly Load Values,00:00.0,1/17/2017,11:00,12:00,RS,100,6387,6387
Monthly Hourly Load Values,00:00.0,1/17/2017,12:00,13:00,RS,100,6302,6302
Monthly Hourly Load Values,00:00.0,1/17/2017,13:00,14:00,RS,100,6223,6223
Monthly Hourly Load Values,00:00.0,1/17/2017,14:00,15:00,RS,100,6214,6214
Monthly Hourly Load Values,00:00.0,1/17/2017,15:00,16:00,RS,100,6525,6525
Monthly Hourly Load Values,00:00.0,1/17/2017,16:00,17:00,RS,100,6769,6769
Monthly Hourly Load Values,00:00.0,1/17/2017,17:00,18:00,RS,100,6795,6795
Monthly Hourly Load Values,00:00.0,1/17/2017,18:00,19:00,RS,100,6785,6785
Monthly Hourly Load Values,00:00.0,1/17/2017,19:00,20:00,RS,100,6655,6655
Monthly Hourly Load Values,00:00.0,1/17/2017,20:00,21:00,RS,100,6548,6548
Monthly Hourly Load Values,00:00.0,1/17/2017,21:00,22:00,RS,100,6511,6511
Monthly Hourly Load Values,00:00.0,1/17/2017,22:00,23:00,RS,100,6303,6303
Monthly Hourly Load Values,00:00.0,1/17/2017,23:00,0:00,RS,100,6102,6102
Monthly Hourly Load Values,00:00.0,1/18/2017,0:00,1:00,RS,100,5703,5703
Monthly Hourly Load Values,00:00.0,1/18/2017,1:00,2:00,RS,100,5347,5347
Monthly Hourly Load Values,00:00.0,1/18/2017,2:00,3:00,RS,100,5119,5119
Monthly Hourly Load Values,00:00.0,1/18/2017,3:00,4:00,RS,100,5097,5097
Monthly Hourly Load Values,00:00.0,1/18/2017,4:00,5:00,RS,100,5132,5132
Monthly Hourly Load Values,00:00.0,1/18/2017,5:00,6:00,RS,100,5707,5707
Monthly Hourly Load Values,00:00.0,1/18/2017,6:00,7:00,RS,100,6125,6125
Monthly Hourly Load Values,00:00.0,1/18/2017,7:00,8:00,RS,100,6368,6368
Monthly Hourly Load Values,00:00.0,1/18/2017,8:00,9:00,RS,100,6440,6440
Monthly Hourly Load Values,00:00.0,1/18/2017,9:00,10:00,RS,100,6476,6476
Monthly Hourly Load Values,00:00.0,1/18/2017,10:00,11:00,RS,100,6457,6457
Monthly Hourly Load Values,00:00.0,1/18/2017,11:00,12:00,RS,100,6391,6391
Monthly Hourly Load Values,00:00.0,1/18/2017,12:00,13:00,RS,100,6283,6283
Monthly Hourly Load Values,00:00.0,1/18/2017,13:00,14:00,RS,100,6198,6198
Monthly Hourly Load Values,00:00.0,1/18/2017,14:00,15:00,RS,100,6220,6220
Monthly Hourly Load Values,00:00.0,1/18/2017,15:00,16:00,RS,100,6509,6509
Monthly Hourly Load Values,00:00.0,1/18/2017,16:00,17:00,RS,100,6778,6778
Monthly Hourly Load Values,00:00.0,1/18/2017,17:00,18:00,RS,100,6814,6814
Monthly Hourly Load Values,00:00.0,1/18/2017,18:00,19:00,RS,100,6771,6771
Monthly Hourly Load Values,00:00.0,1/18/2017,19:00,20:00,RS,100,6641,6641
Monthly Hourly Load Values,00:00.0,1/18/2017,20:00,21:00,RS,100,6558,6558
Monthly Hourly Load Values,00:00.0,1/18/2017,21:00,22:00,RS,100,6543,6543
Monthly Hourly Load Values,00:00.0,1/18/2017,22:00,23:00,RS,100,6362,6362
Monthly Hourly Load Values,00:00.0,1/18/2017,23:00,0:00,RS,100,6173,6173
Monthly Hourly Load Values,00:00.0,1/19/2017,0:00,1:00,RS,100,5731,5731
Monthly Hourly Load Values,00:00.0,1/19/2017,1:00,2:00,RS,100,5374,5374
Monthly Hourly Load Values,00:00.0,1/19/2017,2:00,3:00,RS,100,5136,5136
Monthly Hourly Load Values,00:00.0,1/19/2017,3:00,4:00,RS,100,5067,5067
Monthly Hourly Load Values,00:00.0,1/19/2017,4:00,5:00,RS,100,5220,5220
Monthly Hourly Load Values,00:00.0,1/19/2017,5:00,6:00,RS,100,5711,5711
Monthly Hourly Load Values,00:00.0,1/19/2017,6:00,7:00,RS,100,6150,6150
Monthly Hourly Load Values,00:00.0,1/19/2017,7:00,8:00,RS,100,6363,6363
Monthly Hourly Load Values,00:00.0,1/19/2017,8:00,9:00,RS,100,6462,6462
Monthly Hourly Load Values,00:00.0,1/19/2017,9:00,10:00,RS,100,6450,6450
Monthly Hourly Load Values,00:00.0,1/19/2017,10:00,11:00,RS,100,6390,6390
Monthly Hourly Load Values,00:00.0,1/19/2017,11:00,12:00,RS,100,6317,6317
Monthly Hourly Load Values,00:00.0,1/19/2017,12:00,13:00,RS,100,6259,6259
Monthly Hourly Load Values,00:00.0,1/19/2017,13:00,14:00,RS,100,6171,6171
Monthly Hourly Load Values,00:00.0,1/19/2017,14:00,15:00,RS,100,6200,6200
Monthly Hourly Load Values,00:00.0,1/19/2017,15:00,16:00,RS,100,6486,6486
Monthly Hourly Load Values,00:00.0,1/19/2017,16:00,17:00,RS,100,6799,6799
Monthly Hourly Load Values,00:00.0,1/19/2017,17:00,18:00,RS,100,6811,6811
Monthly Hourly Load Values,00:00.0,1/19/2017,18:00,19:00,RS,100,6807,6807
Monthly Hourly Load Values,00:00.0,1/19/2017,19:00,20:00,RS,100,6602,6602
Monthly Hourly Load Values,00:00.0,1/19/2017,20:00,21:00,RS,100,6623,6623
Monthly Hourly Load Values,00:00.0,1/19/2017,21:00,22:00,RS,100,6552,6552
Monthly Hourly Load Values,00:00.0,1/19/2017,22:00,23:00,RS,100,6418,6418
Monthly Hourly Load Values,00:00.0,1/19/2017,23:00,0:00,RS,100,6174,6174
Monthly Hourly Load Values,00:00.0,1/20/2017,0:00,1:00,RS,100,5795,5795
Monthly Hourly Load Values,00:00.0,1/20/2017,1:00,2:00,RS,100,5451,5451
Monthly Hourly Load Values,00:00.0,1/20/2017,2:00,3:00,RS,100,5217,5217
Monthly Hourly Load Values,00:00.0,1/20/2017,3:00,4:00,RS,100,5143,5143
Monthly Hourly Load Values,00:00.0,1/20/2017,4:00,5:00,RS,100,5269,5269
Monthly Hourly Load Values,00:00.0,1/20/2017,5:00,6:00,RS,100,5731,5731
Monthly Hourly Load Values,00:00.0,1/20/2017,6:00,7:00,RS,100,6212,6212
Monthly Hourly Load Values,00:00.0,1/20/2017,7:00,8:00,RS,100,6443,6443
Monthly Hourly Load Values,00:00.0,1/20/2017,8:00,9:00,RS,100,6537,6537
Monthly Hourly Load Values,00:00.0,1/20/2017,9:00,10:00,RS,100,6501,6501
Monthly Hourly Load Values,00:00.0,1/20/2017,10:00,11:00,RS,100,6361,6361
Monthly Hourly Load Values,00:00.0,1/20/2017,11:00,12:00,RS,100,6200,6200
Monthly Hourly Load Values,00:00.0,1/20/2017,12:00,13:00,RS,100,6043,6043
Monthly Hourly Load Values,00:00.0,1/20/2017,13:00,14:00,RS,100,5927,5927
Monthly Hourly Load Values,00:00.0,1/20/2017,14:00,15:00,RS,100,5846,5846
Monthly Hourly Load Values,00:00.0,1/20/2017,15:00,16:00,RS,100,6106,6106
Monthly Hourly Load Values,00:00.0,1/20/2017,16:00,17:00,RS,100,6488,6488
Monthly Hourly Load Values,00:00.0,1/20/2017,17:00,18:00,RS,100,6506,6506
Monthly Hourly Load Values,00:00.0,1/20/2017,18:00,19:00,RS,100,6474,6474
Monthly Hourly Load Values,00:00.0,1/20/2017,19:00,20:00,RS,100,6272,6272
Monthly Hourly Load Values,00:00.0,1/20/2017,20:00,21:00,RS,100,6293,6293
Monthly Hourly Load Values,00:00.0,1/20/2017,21:00,22:00,RS,100,6282,6282
Monthly Hourly Load Values,00:00.0,1/20/2017,22:00,23:00,RS,100,6265,6265
Monthly Hourly Load Values,00:00.0,1/20/2017,23:00,0:00,RS,100,6204,6204
Monthly Hourly Load Values,00:00.0,1/21/2017,0:00,1:00,RS,100,5855,5855
Monthly Hourly Load Values,00:00.0,1/21/2017,1:00,2:00,RS,100,5450,5450
Monthly Hourly Load Values,00:00.0,1/21/2017,2:00,3:00,RS,100,5224,5224
Monthly Hourly Load Values,00:00.0,1/21/2017,3:00,4:00,RS,100,5133,5133
Monthly Hourly Load Values,00:00.0,1/21/2017,4:00,5:00,RS,100,5182,5182
Monthly Hourly Load Values,00:00.0,1/21/2017,5:00,6:00,RS,100,5364,5364
Monthly Hourly Load Values,00:00.0,1/21/2017,6:00,7:00,RS,100,5679,5679
Monthly Hourly Load Values,00:00.0,1/21/2017,7:00,8:00,RS,100,6093,6093
Monthly Hourly Load Values,00:00.0,1/21/2017,8:00,9:00,RS,100,6421,6421
Monthly Hourly Load Values,00:00.0,1/21/2017,9:00,10:00,RS,100,6501,6501
Monthly Hourly Load Values,00:00.0,1/21/2017,10:00,11:00,RS,100,6416,6416
Monthly Hourly Load Values,00:00.0,1/21/2017,11:00,12:00,RS,100,6321,6321
Monthly Hourly Load Values,00:00.0,1/21/2017,12:00,13:00,RS,100,6177,6177
Monthly Hourly Load Values,00:00.0,1/21/2017,13:00,14:00,RS,100,6043,6043
Monthly Hourly Load Values,00:00.0,1/21/2017,14:00,15:00,RS,100,5949,5949
Monthly Hourly Load Values,00:00.0,1/21/2017,15:00,16:00,RS,100,6209,6209
Monthly Hourly Load Values,00:00.0,1/21/2017,16:00,17:00,RS,100,6587,6587
Monthly Hourly Load Values,00:00.0,1/21/2017,17:00,18:00,RS,100,6591,6591
Monthly Hourly Load Values,00:00.0,1/21/2017,18:00,19:00,RS,100,6554,6554
Monthly Hourly Load Values,00:00.0,1/21/2017,19:00,20:00,RS,100,6436,6436
Monthly Hourly Load Values,00:00.0,1/21/2017,20:00,21:00,RS,100,6378,6378
Monthly Hourly Load Values,00:00.0,1/21/2017,21:00,22:00,RS,100,6313,6313
Monthly Hourly Load Values,00:00.0,1/21/2017,22:00,23:00,RS,100,6260,6260
Monthly Hourly Load Values,00:00.0,1/21/2017,23:00,0:00,RS,100,6251,6251
Monthly Hourly Load Values,00:00.0,1/22/2017,0:00,1:00,RS,100,5853,5853
Monthly Hourly Load Values,00:00.0,1/22/2017,1:00,2:00,RS,100,5509,5509
Monthly Hourly Load Values,00:00.0,1/22/2017,2:00,3:00,RS,100,5273,5273
Monthly Hourly Load Values,00:00.0,1/22/2017,3:00,4:00,RS,100,5149,5149
Monthly Hourly Load Values,00:00.0,1/22/2017,4:00,5:00,RS,100,5132,5132
Monthly Hourly Load Values,00:00.0,1/22/2017,5:00,6:00,RS,100,5228,5228
Monthly Hourly Load Values,00:00.0,1/22/2017,6:00,7:00,RS,100,5426,5426
Monthly Hourly Load Values,00:00.0,1/22/2017,7:00,8:00,RS,100,5768,5768
Monthly Hourly Load Values,00:00.0,1/22/2017,8:00,9:00,RS,100,6137,6137
Monthly Hourly Load Values,00:00.0,1/22/2017,9:00,10:00,RS,100,6348,6348
Monthly Hourly Load Values,00:00.0,1/22/2017,10:00,11:00,RS,100,6345,6345
Monthly Hourly Load Values,00:00.0,1/22/2017,11:00,12:00,RS,100,6277,6277
Monthly Hourly Load Values,00:00.0,1/22/2017,12:00,13:00,RS,100,6157,6157
Monthly Hourly Load Values,00:00.0,1/22/2017,13:00,14:00,RS,100,5954,5954
Monthly Hourly Load Values,00:00.0,1/22/2017,14:00,15:00,RS,100,5915,5915
Monthly Hourly Load Values,00:00.0,1/22/2017,15:00,16:00,RS,100,6171,6171
Monthly Hourly Load Values,00:00.0,1/22/2017,16:00,17:00,RS,100,6594,6594
Monthly Hourly Load Values,00:00.0,1/22/2017,17:00,18:00,RS,100,6685,6685
Monthly Hourly Load Values,00:00.0,1/22/2017,18:00,19:00,RS,100,6619,6619
Monthly Hourly Load Values,00:00.0,1/22/2017,19:00,20:00,RS,100,6578,6578
Monthly Hourly Load Values,00:00.0,1/22/2017,20:00,21:00,RS,100,6508,6508
Monthly Hourly Load Values,00:00.0,1/22/2017,21:00,22:00,RS,100,6633,6633
Monthly Hourly Load Values,00:00.0,1/22/2017,22:00,23:00,RS,100,6559,6559
Monthly Hourly Load Values,00:00.0,1/22/2017,23:00,0:00,RS,100,6282,6282
Monthly Hourly Load Values,00:00.0,1/23/2017,0:00,1:00,RS,100,5871,5871
Monthly Hourly Load Values,00:00.0,1/23/2017,1:00,2:00,RS,100,5511,5511
Monthly Hourly Load Values,00:00.0,1/23/2017,2:00,3:00,RS,100,5318,5318
Monthly Hourly Load Values,00:00.0,1/23/2017,3:00,4:00,RS,100,5255,5255
Monthly Hourly Load Values,00:00.0,1/23/2017,4:00,5:00,RS,100,5424,5424
Monthly Hourly Load Values,00:00.0,1/23/2017,5:00,6:00,RS,100,5972,5972
Monthly Hourly Load Values,00:00.0,1/23/2017,6:00,7:00,RS,100,6510,6510
Monthly Hourly Load Values,00:00.0,1/23/2017,7:00,8:00,RS,100,6716,6716
Monthly Hourly Load Values,00:00.0,1/23/2017,8:00,9:00,RS,100,6834,6834
Monthly Hourly Load Values,00:00.0,1/23/2017,9:00,10:00,RS,100,6793,6793
Monthly Hourly Load Values,00:00.0,1/23/2017,10:00,11:00,RS,100,6702,6702
Monthly Hourly Load Values,00:00.0,1/23/2017,11:00,12:00,RS,100,6556,6556
